Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Вес (с упаковкой),Управление,Цвет,Общий объем,Количество скоростей,Импульсный режим,Материал корпуса,Количество кувшинов,Скорость (макс.),Материал кувшина,Объем одного кувшина,Измельчитель льда,Звукопоглощающий кожух,Турборежим
https://cdn.entero.ru/mp@2x/b0/a0/b0a0e2c818fab52938fe8b73adc5774e.jpg;https://cdn.entero.ru/mp@2x/42/2f/422f7bff2bc48b02ce78c76e96fe2fcb.jpg;https://cdn.entero.ru/mp@2x/c0/a5/c0a5cc8254f161fe54d41d299fc49378.jpg;https://cdn.entero.ru/mp@2x/e7/e3/e7e356e80ca94a6bf02b95461eb560a0.jpg;https://cdn.entero.ru/mp@2x/31/09/3109e090a5c0aab856aa3b47fd733b7c.jpg;https://cdn.entero.ru/mp@2x/83/d0/83d0dc3419f36678eff0aea1c623caac.jpg;https://cdn.entero.ru/mp@2x/a9/d5/a9d5b76b88eb113fc294046405f3d37d.jpg;https://cdn.entero.ru/mp@2x/1d/33/1d330db600d74fb406324560efbf102d.jpg;https://cdn.entero.ru/mp@2x/3c/4b/3c4b9891a4463cb5a1c1df77b77a668b.jpg;https://cdn.entero.ru/mp@2x/0a/ed/0aedb1f344c1bd2daa225b89d3f1ffd8.jpg;https://cdn.entero.ru/mp@2x/4d/71/4d71c13319f8bc34369f7783dc5d633d.jpg;https://cdn.entero.ru/mp@2x/02/60/02600e8b004ab6ddff23b8dab6dcc8ec.jpg;https://cdn.entero.ru/mp@2x/de/27/de278e67ab61a223042cd30487e7acdf.jpg;https://cdn.entero.ru/mp@2x/57/5c/575ceba05edcaa16a690acec4fad82c3.jpg,Блендер ProBar CB-699 2 л черный,CB-699,27523,RUB,Да,,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/315254,"<p>Стационарный блендер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/315254""><b class=""b"">Probar CB-699</b></a> предназначен для измельчения пищевых продуктов и приготовления муссов, смузи, фраппе, соусов, коктейлей, фруктовых и овощных пюре на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления. Корпус выполнен из пластика с черной поверхностью, кожух, кувшин и мерная крышка – из прочного прозрачного полимера, ножи – из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Кувшин со съемным ножевым узлом, рукояткой и интегрированным в кромку изливом</li>
<li>Фиксирующая крышка с отверстием для добавления ингридиентов</li>
<li>Мерная крышка</li>
<li>Толкатель для лучшего перемешивания ингридиентов в смеси </li>
<li>Инструкция по эксплуатации</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы:
<ul>
<li>Ручной </li>
<li>Импульсный </li>
</ul>
</li>
<li>Таймер для установки длительности работы</li>
<li>Выбор скорости и регулировка длительности с помощью поворотных переключателей</li>
<li>Включение, выключение и управление импульсным режимом с помощью 2 тумблеров колыбельного типа</li>
<li>Кувшин с мерной шкалой и отметкой максимального уровня смеси</li>
<li>Откидной шумоизолирующий кожух</li>
<li>Устойчивые нескользящие опоры</li>
<li>Эргономичный стильный дизайн </li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Ножевой узел <a href=""https://entero.ru/item/315062"">CB-699-2</a></li>
<li>​Прокладка <a href=""https://entero.ru/item/315059"">CB-699-6</a></li>
</ul>",315254,кухонный,220 В,1.68 кВт,275 мм,280 мм,535 мм,,Китай,,,0,,28972,,8.67 кг,,,электромеханическое,черный,2 л,,Да,пластик,1,26000 об/мин.,пластик,2 л,,Да,
https://cdn.entero.ru/mp@2x/03/fb/03fb32c62f5280150e5283f30ba22d09.jpg,Блендер Waring MX1100XTXEE,Xtreme Hi-Power MX1100XTX / WR1100XT / WRMX1100XTXEE,93012,RUB,Да,Waring,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/78181,"<p>Блендер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78181"">Waring MX1100XTXEE</a></b> серии Xtreme Hi-Power предназначен для взбивания соусов, муссов, фруктовых, молочных или алкогольных коктейлей со льдом, для перемешивания и измельчения фруктов и овощей на предприятиях общественного питания, торговли и в домашних условиях. Механизм модели изготовлен из нержавеющей стали. В комплект поставки входит кувшин из ударопрочного пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер на 10 / 15 / 20 / 25 / 30 секунд с автоматическим отключением</li>
<li>Соединение ножа с двигателем – металл/металл, что гарантирует долговечную работу двигателя</li>
<li>Низкое расположение ножа к дну стакана</li>
<li>Съемный дозатор на крышке для добавления продуктов во время приготовления</li>
<li>Можно мыть в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 75 порций в день</li>
<li>Скорость (1-2): от 30000 до 45000 об/мин.</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Стакан из нержавеющей стали, 1,8 л CAC90</li>
<li>Стакан из пластика (BPA-free copolyester), 1,4 л CAC93X</li>
<li>Большой шумоизоляционный колпак SE1000</li>
<li>Маленький шумоизоляционный колпак SE500</li>
</ul>",78181,универсальный,220 В,1.5 кВт,203 мм,203 мм,406 мм,8.16 кг,США,1,289x263x393 мм,21,https://entero.ru/manuals/54072/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Waring%20MX1100XTXEE%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,101100,https://vk.com/video_ext.php?oid=-177656185&id=456240053&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456240047&hd=2&autoplay=0,5.31 кг,,,электронное,,2 л,2,Да,,1,30000 об/мин.,пластик,,Да,,
https://cdn.entero.ru/mp@2x/a5/f9/a5f95eed38fb36827faf168dcf44d1d0.jpg;https://cdn.entero.ru/mp@2x/e8/2b/e82bec059a63bb6926214ef27d468ef4.jpg;https://cdn.entero.ru/mp@2x/fe/4c/fe4cd42562af077e15a3af2f5257cb14.jpg;https://cdn.entero.ru/mp@2x/e7/56/e756557ad0117a2c60c79f764a7136f4.jpg;https://cdn.entero.ru/mp@2x/a1/ef/a1ef022fbc343e7c36085e11f95947eb.jpg,Блендер Waring MX1300XTX тритан,WR1300XT / Xtreme Hi-Power MX1300XTX / MX1300XTXEE / WRMX1300XTXEE / Vitamix,114412,RUB,Да,Waring,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/73462,"<p>Блендер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/73462""><b class=""b"">Waring MX1300XTX</b></a> серии Xtreme Hi-Power предназначен для взбивания соусов, муссов, фруктовых, молочных или алкогольных коктейлей со льдом, для перемешивания и измельчения фруктов и овощей на предприятиях общественного питания, торговли и в домашних условиях. Механизм модели выполнен из нержавеющей стали, 4-лопастной нож - из закаленной нержавеющей стали.</p>

<p><span style=""color:#FF0000;"">В комплект поставки входит кувшин «Raptor» с широким основанием для увеличения эффективности смешивания из тритана без бисфенола-а (BPA-free). Легкий прочный полиэстер выдерживает горячий налив до 90 °С.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>4 перепрограммироваемых напитка с помощью панели управления</li>
<li>Заводские установки для самых популярных напитков</li>
<li>Двойной импульсный режим с перепрограммируемой скоростью</li>
<li>Выбор времени приготовления</li>
<li>ЖК-дисплей</li>
<li>Ежедневный и общий счетчик приготавливаемых напитков</li>
<li>Съемный дозатор на крышке для добавления продуктов во время приготовления</li>
<li>Можно мыть в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 75 порций в день</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Кувшин из нержавеющей стали, 2 л <a href=""https://entero.ru/item/86758"">CAC90</a></li>
<li>Кувшин из тритана</li>
<li>Шумоизоляционный колпак <a href=""https://entero.ru/item/84994"">SE1000</a></li>
</ul>",73462,"универсальный, барный",220 В,1.5 кВт,215 мм,209 мм,457 мм,7.71 кг,США,1,289x263x393 мм,21,https://entero.ru/manuals/129357/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Waring%20MX1300XTX.pdf;https://entero.ru/manuals/123161/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Waring%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,120434,https://vk.com/video_ext.php?oid=-177656185&id=456240053&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456240047&hd=2&autoplay=0,5.9 кг,,,электронное,,2 л,плавная регулировка,Да,,1,30000 об/мин.,,2 л,Да,,
https://cdn.entero.ru/mp@2x/02/86/028697aa47b058a60039ece711950e90.jpg,Блендер Vema FR 2055,FR2055,52346,RUB,Да,Vema,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/25799,"<p>Блендер<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25799""><b class=""b""> </b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25799""><b class=""b"">Vema FR 2055 </b></a>предназначен для измельчения и смешивания пищевых продуктов, приготовления ледяной крошки, муссов, пюре, соусов и коктейлей на предприятиях общественного питания и торговли. Модель оснащена мощным двигателем с регулятором частоты вращения и крышкой с дозатором. Корпус выполнен из полированного алюминия, кувшин - из нержавеющей стали.</p>",25799,универсальный,220 В,0.2 кВт,220 мм,220 мм,480 мм,6.51 кг,Италия,1,240x240x520 мм,6,https://entero.ru/manuals/279562/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Vema%20FR%202055.pdf;https://entero.ru/manuals/507908/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241331&hash=423817c892e5412b,6 кг,,,механическое,стальной,2 л,плавная регулировка,,металл,1,,металл,2 л,Да,,
https://cdn.entero.ru/mp@2x/c6/a4/c6a4285fa1cbba202dcd672e608c8623.jpg;https://cdn.entero.ru/mp@2x/1f/4b/1f4baa5cf1d557a4ee0015c7f6bc7b6d.jpg;https://cdn.entero.ru/mp@2x/7c/ab/7cab3b1927d017d9aab678d049b39502.jpg,Блендер Waring TBB175S4E,WRTBB175S4E серия TORQ 2.0,94160,RUB,Да,Waring,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/147198,"<p><b class=""black"">​</b>Кухонный блендер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/147198"">Waring TBB175S4E</a> </b>серии TORQ 2.0 предназначен для приготовления блюд средней или тяжелой степени, взбивания соусов, муссов, фруктовых, молочных или алкогольных коктейлей со льдом, для перемешивания и измельчения фруктов и овощей на предприятиях общественного питания, торговли и в домашних условиях. Кувшин с метрическими градациями изготовлен из нержавеющей стали, корпус - из ABS-пластика, полностью заменяемый нож - из нержавеющей стали.</p>

<p>В комплект поставки входит прорезиненный звукопоглощающий коврик под кувшин.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Виниловая крышка со съемной центральной заглушкой для добавления ингредиентов во время смешивания</li>
<li>Электронная сенсорная панель управления: POWER, START/STOP и PULSE</li>
<li>Вариатор управления переменной скоростью</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность мотора: 2 л.с.</li>
</ul>",147198,"универсальный, кухонный, барный",220 В,1.5 кВт,203 мм,190 мм,450 мм,5.7 кг,США,1,298x469x422 мм,0,https://entero.ru/manuals/173477/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Waring%20TBB145S4E.pdf,98083,https://vk.com/video_ext.php?oid=-177656185&id=456240129&hd=2&autoplay=0,5.17 кг,,,электронное,,,,Да,пластик,1,24000 об/мин.,металл,1.4 л,Да,,
https://cdn.entero.ru/mp@2x/69/a3/69a369032f6187387499211259a7e0ad.jpg;https://cdn.entero.ru/mp@2x/40/13/401371bc2136356b5cc9da4bf017a5bc.jpg;https://cdn.entero.ru/mp@2x/75/7c/757caa05eb615d90353f8e78df21402a.jpg,Блендер Kocateq TQ8000M,Блендер Kocateq TQ8000M,15626,RUB,Да,Kocateq,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/346790,"<p>Блендер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346790"">Kocateq TQ8000M</a></b> предназначения смузи и маргариты, измельчения льда, приготовления замороженных коктейлей, перемешивания и измельчения продуктов на предприятиях общественного питания и торговли. Модель оснащена механической панелью управления и неразборным 6-ти лопастным ножом. Корпус выполнен из пластика черного цвета, съемный кожух - из акрила, стакан - из поликарбоната, нож - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Управление:
<ul>
<li>Кнопка включения/выключения</li>
<li>Бесступенчатое ручное регулирование скорости измельчения</li>
<li>Ручное включение режима Пульс</li>
</ul>
</li>
<li>Крыловидные 6-ты лопастные ножи </li>
<li>Звукопоглощающий акриловый кожух </li>
<li>Электронная защита от перегрева и перегрузки двигателя</li>
<li>Крышка стакана из двух частей позволяет добавлять ингредиенты в процессе переработки и удалять пар от горячих продуктов</li>
<li>Низкий уровень шума </li>
</ul>",346790,универсальный,220 В,1.8 кВт,280 мм,210 мм,500 мм,,Ю. Корея,,,0,https://entero.ru/manuals/425554/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,,механическое,черный,2.2 л,плавная регулировка,Да,пластик,1,от 15000 до 28000 об/мин.,пластик,2.2 л,,Да,
https://cdn.entero.ru/mp@2x/2d/42/2d42c9524d7f429c03270fba3e3b54f6.jpg,Блендер лабораторный Waring 800S,WR800S,81473,RUB,Да,Waring,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/78250,"<p>Лабораторный блендер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78250"">Waring 800S</a></b> предназначен для измельчения сухих, сыпучих, волокнистых продуктов, гомогенизации продуктов, содержащих большое количество воды, жира, для подготовки проб при проверке качества сырья и готовой продукции на предприятиях пищевой промышленности, фармацевтических и медицинских учреждениях, контрольно-инспекционных органах, НИИ и учебных заведениях. Корпус выполнен из металла с эпоксидным покрытием, механизм - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Двигатель 0,5 л.с.</li>
<li>Съемный дозатор на крышке для добавления продуктов во время приготовления</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,4 кВт</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Стакан из пластика (BPA-free copolyester), 1,4 л, в сборе (стакан, крышка, нож) CAC19</li>
<li>Стеклянный стакан, 1,2 л в сборе (стакан, крышка, нож) CAC32</li>
<li>Крышка для пластикового стакана на 1,4 л / стакана из нержавеющей стали на 2 л CAC02</li>
<li>Крышка для стакана из нержавеющей стали на 1 л CAC04</li>
<li>Верхняя заглушка для крышек CAC01, CAC02 и CAC04</li>
</ul>",78250,лабораторный,220 В,,175 мм,175 мм,450 мм,,США,,,0,https://entero.ru/manuals/53808/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Waring%20800S%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,88558,https://vk.com/video_ext.php?oid=-177656185&id=456240047&hd=2&autoplay=0,6 кг,,,механическое,,1 л,1,,металл,1,18500 об/мин.,металл,,,,
https://cdn.entero.ru/mp@2x/17/ae/17ae98e2458379ccd222f3b2c802009f.jpg;https://cdn.entero.ru/mp@2x/2c/77/2c7763e6b487602a9a7f7f21f6a36fef.jpg;https://cdn.entero.ru/mp@2x/a6/bf/a6bf76ab6052cb79bee6eda80376e98a.jpg;https://cdn.entero.ru/mp@2x/c4/4a/c44ac91444f93f5fd976e3c99c8a0497.jpg;https://cdn.entero.ru/mp@2x/0c/41/0c410c873de25a5e043656b0b79f6b3f.jpg,Блендер Hamilton Beach HBF510S,HBF510S-CE 180770,69840,RUB,Да,Hamilton Beach,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/161610,"<p>Блендер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/161610"">Hamilton Beach HBF510S</a> </b>предназначен для взбивания соусов, муссов, фруктовых, молочных или алкогольных коктейлей со льдом, для перемешивания и измельчения фруктов и овощей в кафе, ресторанах, на предприятиях фаст-фуда и в домашних условиях. Модель оснащена чашей для дозирования и датчиком установки стакана. Контейнер и ножи выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режим для вспенивания при приготовлении различных коктейлей</li>
<li>Запатентованная система Wave Action System: уникальная форма ножей и стакана</li>
<li>Режим Chop для нарезки овощей и фруктов</li>
<li>Датчик открытия крышки обеспечивает смешивание напитков только с закрытой крышкой</li>
<li>Защитный элемент для предотвращения попадания капель на панель</li>
<li>Герметичные тумблеры и вариатор скорости для контроля взбивания ингредиентов</li>
<li>Стальное сцепление контейнера с приводом</li>
<li>Ножки для надежной фиксации блендера на столе</li>
</ul>",161610,кухонный,220 В,1.79 кВт,190 мм,210 мм,490 мм,,США,,,0,https://entero.ru/manuals/188718/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Hamilton%20Beach%20HBF510S.pdf,75097,,5.75 кг,,,механическое,,1.8 л,плавная регулировка,Да,,1,,металл,1.8 л,,,
https://cdn.entero.ru/mp@2x/1d/d8/1dd8e9957674dd38a9fe6c3de84d1411.jpg,"Блендер Waring MX1500XTXSEE 2,0 л",WRMX1500XTXSEE серия MX,126323,RUB,Да,Waring,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/210530,"<p><b class=""black"">​</b>Кухонный блендер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/210530""><b class=""b"">Waring MX1500XTXSEE </b></a>серии MX предназначен для приготовления всех видов блюд на предприятиях общественного питания и торговли с большой проходимостью, в домашних условиях. Кувшин с метрическими градациями изготовлен из ударопрочного и сложного полиэфира тритан (BPA-free), корпус - из ABS-пластика, полностью заменяемый ударопрочный нож - из нержавеющей стали.</p>

<p>В комплект поставки входит прорезиненный звукопоглощающий коврик под кувшин.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Звкоизолирующий колпак</li>
<li>LCD дисплей с голубой подсветкой</li>
<li>4 установленные программы с возможностью перепрограммирования</li>
<li>Возможность создавать собственные программы прямо на клавиатуре</li>
<li>Переменная скорость и выбор времени для максимального контроля над консистенцией</li>
<li>Ежедневный и общий счетчик напитков</li>
<li>Двойная ИМПУЛЬСНАЯ функция с перепрограммируемым контролем скорости</li>
<li>Прочный литой корпус двигателя с интегрированными в него ножками для снижения вибрации</li>
<li>Все съемные части можно мыть в посудомоечной машине</li>
<li>Виниловая крышка со съемной центральной заглушкой для добавления ингредиентов и снижения давления при смешивании</li>
<li>Товар сертифицирован</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 75 порций в день</li>
<li>Мощность мотора: 3,5 л.с.</li>
</ul>",210530,барный,220 В,1.5 кВт,241 мм,228 мм,539 мм,11.29 кг,США,1,514x298x419 мм,0,,,,9.86 кг,,,электронное,,,плавная регулировка,,пластик,1,30000 об/мин.,пластик,2 л,,,
https://cdn.entero.ru/mp@2x/70/5d/705dee87f49347deff39b9ec7b475811.jpg;https://cdn.entero.ru/mp@2x/d0/74/d0743be6719784c6160c9051f52c552a.jpg;https://cdn.entero.ru/mp@2x/94/d5/94d5b16e9b8be77861a31d7386a93eae.jpg;https://cdn.entero.ru/mp@2x/3a/08/3a080cece2db03a2170b165a1fca2667.jpg;https://cdn.entero.ru/mp@2x/01/d3/01d3cc2b98f9a30c77bbe0a1d809b17c.jpg;https://cdn.entero.ru/mp@2x/0d/ed/0ded5847fd6679959c82b35caa2a92b6.jpg;https://cdn.entero.ru/mp@2x/3c/a5/3ca591b992714b998a664798c2e3b10d.jpg,Блендер Hamilton Beach HBH855-CE Summit Edge,Блендер Hamilton Beach HBH855-CE Summit Edge,175500,RUB,Да,Hamilton Beach,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/311428,"<p>Блендер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311428""><b class=""b"">Hamilton Beach HBH855-CE </b></a>предназначен для взбивания соусов, муссов, фруктовых, молочных или алкогольных коктейлей со льдом, для перемешивания и измельчения фруктов и овощей в кафе, ресторанах, на предприятиях фаст-фуда и в домашних условиях. Контейнер выполнен из ударопрочного поликарбоната, нож - из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>​Технология Quiet Blend™ - звукопоглощающий экран и специально разработанное основание двигателя с двойными стенками, которое перенаправляет поток воздуха для снижения шума</li>
<li>Лучший вариант для сетевых предприятий и заведений, где нужна глубокая настройка каждого рецепта</li>
<li>Для баров с большой проходимостью(до 100 напитков в день) и открытой кухней</li>
<li>Готовит напитки любой сложности, с помощью нажатия 1 клавиши</li>
<li>Двигатель мощностью 3,5 л.с.</li>
<li>Регулируемый таймер</li>
<li>Улучшенный звукоизоляционный кожух с простой и надежной системой крепления </li>
<li>Открытие кожуха автоматически останавливает цикл приготовления</li>
<li>Запатентованная система Wave Action System от Hamilton Beach - уникальная форма стакана и ножей</li>
<li>Прочные и надежные ножи с пожизненной гарантией</li>
<li>Программирование с помощью обычной USB-флешки</li>
<li>Можно составить любой нужный цикл приготовления, с помощью приложения для ПК​</li>
<li>Датчик установки стакана, который предотвращает повреждение механизма сцепления</li>
<li>Сверхнадежный механизм сцепления двигатель стакан - металлметалл</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Среднее время приготовления коктейля: 12 сек.</li>
</ul>",311428,барный,220 В,1 кВт,226 мм,312 мм,535 мм,11.2 кг,США,1,335x370x625 мм,0,https://entero.ru/manuals/373541/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20Hamilton%20Beach%20HBH855-CE%20Summit%20Edge%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/374165/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hamilton%20Beach%20HBH855-CE%20Summit%20Edge%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,182813,https://vk.com/video_ext.php?oid=-177656185&id=456240183&hd=2&autoplay=0,8.2 кг,,,электронное,черный,1.4 л,,Да,пластик,1,,пластик,1.4 л,,Да,
https://cdn.entero.ru/mp@2x/2b/da/2bdaae1d51937ccbae88bf82ceb55e05.jpg,Блендер Hurakan HKN-BLW3 красный,Блендер Hurakan HKN-BLW3 красный,9023,RUB,Да,Hurakan,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/221711,"<p>Блендер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/221711""><b class=""b"">Hurakan HHKN-BLW3</b></a> предназначен для приготовления молочных и фруктовых коктейлей, смузи, фраппе на предприятиях общественного питания и торговли.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 460х370х330 мм</li>
</ul>",221711,барный,220 В,1.3 кВт,329 мм,354 мм,455 мм,8 кг,Китай,1,460x370x330 мм,107,https://entero.ru/manuals/415425/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-BLW3.pdf;https://entero.ru/manuals/415426/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/415427/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/483893/%D0%94%D0%B5%D1%82%D0%B0%D0%BB%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20%D0%BD%D0%B0%20Hurakan%20HKN-BLW3%20%D0%BA%D1%80%D0%B0%D1%81%D0%BD%D1%8B%D0%B9.pdf,10026,,3.8 кг,,,,,2.5 л,плавная регулировка,Да,пластик,1,,пластик,2.5 л,Да,,
https://cdn.entero.ru/mp@2x/a3/9e/a39e27bbff95ef50d8f322cd789bb6aa.jpg,Блендер Hurakan HKN-HBH900 PRO,Блендер Hurakan HKN-HBH900 PRO,24843,RUB,Да,Hurakan,Профоборудование,Электромеханическое,Блендеры,https://entero.ru/item/319225,"<p>Блендер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/319225"">Hurakan HKN-HBH900 PRO</a></b> предназначен для смешивания всевозможных ингредиентов для коктейлей, супов-пюре, кремов и муссов на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления, LCD-экраном, таймером от 10 до 180 секунд, высококачественным стальным ножом и защитой от перегрева. Чаша выполнена из поликорбаната.</p>",319225,кухонный,220 В,2.2 кВт,190 мм,200 мм,440 мм,5.5 кг,Китай,1,213x235x505 мм,38,https://entero.ru/manuals/415735/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/383904/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,26429,,4.5 кг,,5.5 кг,электромеханическое,черный,,10,,,1,,пластик,1.5 л,,,
