Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Колеса,Максимальная нагрузка,Поддон для сбора жидкости,Нижняя обвязка,Количество боковин
https://cdn.entero.ru/mp@2x/f0/2f/f02fdbdf53fa4ee1380cd310b850162e.jpg,Вешало для туш Mecon Profi Ral ВДДп 1500х800х1800 мм,ВДД-PR15080180,13526,RUB,Нет,,Профоборудование,Нейтральное,Вешала для туш,https://entero.ru/item/348145,"<p>Вешало <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/348145""><b class=""b"">Mecon Profi Ral ВДДп</b></a> предназначено для дефростации мясных туш и полутуш на предприятиях общественного питания. Модель состоит из боковин, нижнего основания, узла подвесов, крюков и нижней рамкой для установки поддона. Разборный каркас выполнен из стали с полимерно-порошковым покрытием, узел подвеса - из круглой нержавеющей трубы, ножки - из профильной трубы, крюки - из оцинкованной стали.</p>

<p>В комплект поставки входят 5 S-образных крюков.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение профиля трубы ножек: 40х40 мм</li>
<li>Объем упаковки: 0,36 м³</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Вспомогательный <a href=""https://entero.ru/search.php?text=%D0%9A%D1%80%D1%8E%D0%BA+%D0%B4%D0%BB%D1%8F+%D0%B2%D0%B5%D1%88%D0%B0%D0%BB%D0%B0+Mecon"">крюк</a></li>
<li>Дефростационный <a href=""https://entero.ru/search.php?text=%D0%9B%D0%BE%D1%82%D0%BE%D0%BA+Mecon+%D0%92%D0%94%D0%94%D0%BF+1500%D1%85800"">лоток</a></li>
<li><a href=""https://entero.ru/item/348177"">Колеса</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с 4 крюками.</span></em></p>",348145,1500 мм,800 мм,1800 мм,,,,0,https://entero.ru/manuals/428721/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Profi%20Ral%20%D0%92%D0%94%D0%94%D0%BF.pdf;https://entero.ru/manuals/428722/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Profi%20Ral%20%D0%92%D0%94%D0%94%D0%BF.pdf;https://entero.ru/manuals/428723/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,14238,,Россия,Россия,,,,,2
https://cdn.entero.ru/mp@2x/dc/33/dc33d3bd3058a9c3655e0c82d05b4aa7.jpg,Вешало для туш Mecon Profi Inox ВДДп 1000х600х1800 мм,ВДД-PIn10060180,16245,RUB,Нет,,Профоборудование,Нейтральное,Вешала для туш,https://entero.ru/item/348146,"<p>Вешало <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/348146""><b class=""b"">Mecon Profi Inox ВДДп</b></a> предназначено для дефростации мясных туш и полутуш на предприятиях общественного питания. Модель состоит из боковин, нижнего основания, узла подвесов, крюков и нижней рамкой для установки поддона. Разборный каркас и крюки выполнены из нержавеющей стали, узел подвеса - из круглой нержавеющей трубы, ножки - из профильной трубы.</p>

<p>В комплект поставки входят 3 S-образных крюка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение профиля трубы ножек: 40х40 мм</li>
<li>Объем упаковки: 0,27 м³</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Вспомогательный <a href=""https://entero.ru/search.php?text=%D0%9A%D1%80%D1%8E%D0%BA+%D0%B4%D0%BB%D1%8F+%D0%B2%D0%B5%D1%88%D0%B0%D0%BB%D0%B0+Mecon"">крюк</a></li>
<li>Дефростационный <a href=""https://entero.ru/search.php?text=%D0%9B%D0%BE%D1%82%D0%BE%D0%BA+Mecon+%D0%92%D0%94%D0%94%D0%BF+1000%D1%85600"">лоток</a></li>
<li><a href=""https://entero.ru/item/348177"">Колеса</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с 4 крюками.</span></em></p>",348146,1000 мм,600 мм,1800 мм,,,,0,https://entero.ru/manuals/428726/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Profi%20Ral%20%D0%92%D0%94%D0%94%D0%BF.pdf;https://entero.ru/manuals/428727/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Profi%20Ral%20%D0%92%D0%94%D0%94%D0%BF.pdf;https://entero.ru/manuals/428728/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,16922,,Россия,Россия,,,,,2
https://cdn.entero.ru/mp@2x/c6/61/c6611e2bf74b2ce64fc7343c884fec5a.jpg,Вешало для туш Mecon Profi Inox ВДДп 1200х600х1800 мм,ВДД-PIn12060180,17169,RUB,Нет,,Профоборудование,Нейтральное,Вешала для туш,https://entero.ru/item/348149,"<p>Вешало <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/348149""><b class=""b"">Mecon Profi Inox ВДДп</b></a> предназначено для дефростации мясных туш и полутуш на предприятиях общественного питания. Модель состоит из боковин, нижнего основания, узла подвесов, крюков и нижней рамкой для установки поддона. Разборный каркас и крюки выполнены из нержавеющей стали, узел подвеса - из круглой нержавеющей трубы, ножки - из профильной трубы.</p>

<p>В комплект поставки входят 4 S-образных крюка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение профиля трубы ножек: 40х40 мм</li>
<li>Объем упаковки: 0,28 м³</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Вспомогательный <a href=""https://entero.ru/search.php?text=%D0%9A%D1%80%D1%8E%D0%BA+%D0%B4%D0%BB%D1%8F+%D0%B2%D0%B5%D1%88%D0%B0%D0%BB%D0%B0+Mecon"">крюк</a></li>
<li>Дефростационный <a href=""https://entero.ru/search.php?text=%D0%9B%D0%BE%D1%82%D0%BE%D0%BA+Mecon+%D0%92%D0%94%D0%94%D0%BF+1200%D1%85600"">лоток</a></li>
<li><a href=""https://entero.ru/item/348177"">Колеса</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",348149,1200 мм,600 мм,1800 мм,,,,0,https://entero.ru/manuals/428737/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Profi%20Ral%20%D0%92%D0%94%D0%94%D0%BF.pdf;https://entero.ru/manuals/428738/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Profi%20Ral%20%D0%92%D0%94%D0%94%D0%BF.pdf;https://entero.ru/manuals/428739/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,,,Россия,Россия,,,,,2
https://cdn.entero.ru/mp@2x/80/e2/80e27699b3fc35cb30e3353a780e0deb.jpg,Вешало для туш Mecon Profi Inox ВДДп 1000х800х1800 мм,ВДД-PIn10080180,17204,RUB,Нет,,Профоборудование,Нейтральное,Вешала для туш,https://entero.ru/item/348147,"<p>Вешало <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/348147""><b class=""b"">Mecon Profi Inox ВДДп</b></a> предназначено для дефростации мясных туш и полутуш на предприятиях общественного питания. Модель состоит из боковин, нижнего основания, узла подвесов, крюков и нижней рамкой для установки поддона. Разборный каркас и крюки выполнены из нержавеющей стали, узел подвеса - из круглой нержавеющей трубы, ножки - из профильной трубы.</p>

<p>В комплект поставки входят 3 S-образных крюка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение профиля трубы ножек: 40х40 мм</li>
<li>Объем упаковки: 0,34 м³</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Вспомогательный <a href=""https://entero.ru/search.php?text=%D0%9A%D1%80%D1%8E%D0%BA+%D0%B4%D0%BB%D1%8F+%D0%B2%D0%B5%D1%88%D0%B0%D0%BB%D0%B0+Mecon"">крюк</a></li>
<li>Дефростационный <a href=""https://entero.ru/search.php?text=%D0%9B%D0%BE%D1%82%D0%BE%D0%BA+Mecon+%D0%92%D0%94%D0%94%D0%BF+1000%D1%85800"">лоток</a></li>
<li><a href=""https://entero.ru/item/348177"">Колеса</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с 4 крюками.</span></em></p>",348147,1000 мм,800 мм,1800 мм,,,,0,https://entero.ru/manuals/428731/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Profi%20Ral%20%D0%92%D0%94%D0%94%D0%BF.pdf;https://entero.ru/manuals/428732/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Profi%20Ral%20%D0%92%D0%94%D0%94%D0%BF.pdf;https://entero.ru/manuals/428733/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,,,Россия,Россия,,,,,2
https://cdn.entero.ru/mp@2x/e7/21/e721c4f603bcf3778054c159a40cce37.jpg,Вешало для туш Mecon Profi Inox ВДДп 1200х800х1800 мм,ВДД-PIn12080180,18118,RUB,Нет,,Профоборудование,Нейтральное,Вешала для туш,https://entero.ru/item/348150,"<p>Вешало <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/348150""><b class=""b"">Mecon Profi Inox ВДДп</b></a> предназначено для дефростации мясных туш и полутуш на предприятиях общественного питания. Модель состоит из боковин, нижнего основания, узла подвесов, крюков и нижней рамкой для установки поддона. Разборный каркас и крюки выполнены из нержавеющей стали, узел подвеса - из круглой нержавеющей трубы, ножки - из профильной трубы.</p>

<p>В комплект поставки входят 4 S-образных крюка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение профиля трубы ножек: 40х40 мм</li>
<li>Объем упаковки: 0,35 м³</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Вспомогательный <a href=""https://entero.ru/search.php?text=%D0%9A%D1%80%D1%8E%D0%BA+%D0%B4%D0%BB%D1%8F+%D0%B2%D0%B5%D1%88%D0%B0%D0%BB%D0%B0+Mecon"">крюк</a></li>
<li>Дефростационный <a href=""https://entero.ru/search.php?text=%D0%9B%D0%BE%D1%82%D0%BE%D0%BA+Mecon+%D0%92%D0%94%D0%94%D0%BF+1200%D1%85800"">лоток</a></li>
<li><a href=""https://entero.ru/item/348177"">Колеса</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",348150,1200 мм,800 мм,1800 мм,,,,0,https://entero.ru/manuals/428742/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Profi%20Ral%20%D0%92%D0%94%D0%94%D0%BF.pdf;https://entero.ru/manuals/428743/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Profi%20Ral%20%D0%92%D0%94%D0%94%D0%BF.pdf;https://entero.ru/manuals/428744/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,,,Россия,Россия,,,,,2
https://cdn.entero.ru/mp@2x/e2/18/e218287991984671189286c2a3c7c404.jpg,Вешало для туш Mecon Profi Inox ВДДп 1500х600х1800 мм,ВДД-PIn15060180,18887,RUB,Нет,,Профоборудование,Нейтральное,Вешала для туш,https://entero.ru/item/348152,"<p>Вешало <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/348152""><b class=""b"">Mecon Profi Inox ВДДп</b></a> предназначено для дефростации мясных туш и полутуш на предприятиях общественного питания. Модель состоит из боковин, нижнего основания, узла подвесов, крюков и нижней рамкой для установки поддона. Разборный каркас и крюки выполнены из нержавеющей стали, узел подвеса - из круглой нержавеющей трубы, ножки - из профильной трубы.</p>

<p>В комплект поставки входят 5 S-образных крюка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение профиля трубы ножек: 40х40 мм</li>
<li>Объем упаковки: 0,29 м³</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Вспомогательный <a href=""https://entero.ru/search.php?text=%D0%9A%D1%80%D1%8E%D0%BA+%D0%B4%D0%BB%D1%8F+%D0%B2%D0%B5%D1%88%D0%B0%D0%BB%D0%B0+Mecon"">крюк</a></li>
<li>Дефростационный <a href=""https://entero.ru/search.php?text=%D0%9B%D0%BE%D1%82%D0%BE%D0%BA+Mecon+%D0%92%D0%94%D0%94%D0%BF+1500%D1%85600"">лоток</a></li>
<li><a href=""https://entero.ru/item/348177"">Колеса</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с 4 крюками.</span></em></p>",348152,1500 мм,600 мм,1800 мм,,,,0,https://entero.ru/manuals/428748/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Profi%20Ral%20%D0%92%D0%94%D0%94%D0%BF.pdf;https://entero.ru/manuals/428749/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Profi%20Ral%20%D0%92%D0%94%D0%94%D0%BF.pdf;https://entero.ru/manuals/428750/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,20529,,Россия,Россия,,,,,2
https://cdn.entero.ru/mp@2x/1e/00/1e0078739474bf6cfc1bf1bbb07ad129.jpg,Вешало для мяса КОБОР ВПМ-80/100,29807,24904,RUB,Нет,КОБОР,Профоборудование,Нейтральное,Вешала для туш,https://entero.ru/item/332647,"<p>Вешало для мяса <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/332647"">Кобор ВПМ-80/100</a></b> используется на предприятиях общественного питания и торговли для подвешивания, транспортировки и безопасного длительного хранения мясных туш и полутуш. Модель осназена 4 колесами, 2 из которых с тормозами. Сварной каркас выполнен из трубы 40х40 мм из нержавеющей стали.</p>

<p>В комплект поставки входят 3 крюка.</p>",332647,800 мм,1000 мм,1500 мм,,,,0,https://entero.ru/manuals/401183/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,Россия,Да,,Да,,
https://cdn.entero.ru/mp@2x/85/68/85685dff5e631057f89b4b4d40c4b653.jpg,Вешало для туш ЦМИ ВТ2-80/60/180,Вешало для туш ЦМИ ВТ2-80/60/180,25609,RUB,Нет,ЦМИ,Профоборудование,Нейтральное,Вешала для туш,https://entero.ru/item/232839,"<p>Вешало для туш <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/232839"">ЦМИ ВТ2-80/60/180</a> </b>предназначено для подвешивания, транспортировки и безопасного длительного хранения мясных туш и полутуш на предприятиях общественного питания и торговли. Изделие выполнено полностью из высококачественной пищевой нержавеющей стали.</p>

<p><b class=""o"">Крюки в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Поддон для сбора жидкости</li>
<li>Нижняя обвязка</li>
<li>Колеса</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",232839,800 мм,600 мм,1800 мм,,,,0,,,,,Россия,,,,,2
https://cdn.entero.ru/mp@2x/25/e9/25e9f4a64a7001f356322554c7468e92.jpg,Вешало для туш ЦМИ ВТ2-100/60/180,Вешало для туш ЦМИ ВТ2-100/60/180,26261,RUB,Нет,ЦМИ,Профоборудование,Нейтральное,Вешала для туш,https://entero.ru/item/232850,"<p>Вешало для туш <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/232850"">ЦМИ ВТ2-100/60/180</a> </b>предназначено для подвешивания, транспортировки и безопасного длительного хранения мясных туш и полутуш на предприятиях общественного питания и торговли. Изделие выполнено полностью из высококачественной пищевой нержавеющей стали.</p>

<p><b class=""o"">Крюки в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Поддон для сбора жидкости</li>
<li>Нижняя обвязка</li>
<li>Колеса</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",232850,1000 мм,600 мм,1800 мм,,,,0,,27937,,,Россия,,,,,2
https://cdn.entero.ru/mp@2x/57/50/575028e0180d4b72355e7f5b81e58257.jpg,Вешало для туш ЦМИ ВТ2-120/60/180,Вешало для туш ЦМИ ВТ2-120/60/180,26930,RUB,Нет,ЦМИ,Профоборудование,Нейтральное,Вешала для туш,https://entero.ru/item/232853,"<p>Вешало для туш <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/232853"">ЦМИ ВТ2-120/60/180</a> </b>предназначено для подвешивания, транспортировки и безопасного длительного хранения мясных туш и полутуш на предприятиях общественного питания и торговли. Изделие выполнено полностью из высококачественной пищевой нержавеющей стали.</p>

<p><b class=""o"">Крюки в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Поддон для сбора жидкости</li>
<li>Нижняя обвязка</li>
<li>Колеса</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",232853,1200 мм,600 мм,1800 мм,,,,0,,,,,Россия,,,,,2
https://cdn.entero.ru/mp@2x/9e/55/9e552bbb58886e889a591fa246f4959e.jpg,Вешало для туш ЦМИ ВТ2-150/60/180,Вешало для туш ЦМИ ВТ2-150/60/180,27904,RUB,Нет,ЦМИ,Профоборудование,Нейтральное,Вешала для туш,https://entero.ru/item/232855,"<p>Вешало для туш <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/232855"">ЦМИ ВТ2-150/60/180</a> </b>предназначено для подвешивания, транспортировки и безопасного длительного хранения мясных туш и полутуш на предприятиях общественного питания и торговли. Изделие выполнено полностью из высококачественной пищевой нержавеющей стали.</p>

<p><b class=""o"">Крюки в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Поддон для сбора жидкости</li>
<li>Нижняя обвязка</li>
<li>Колеса</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",232855,1500 мм,600 мм,1800 мм,,,,0,,29067,,,Россия,,,,,2
https://cdn.entero.ru/mp@2x/71/db/71db09ae40b23dcfee8fe511782d6176.jpg,Вешало для мяса KAYMAN СМ-111/1808,161148,29311,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Вешала для туш,https://entero.ru/item/116230,"<p>Вешало для мяса <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/116230"">KAYMAN СМ-111/1808</a></b> используется на предприятиях общественного питания и торговли для подвешивания, транспортировки и безопасного длительного хранения мясных туш и полутуш. Сварной каркас выполнен из трубы 40х40 мм из нержавеющей стали AISI 304.</p>

<p><b class=""o"">Крюки не входят в комплект поставки и приобретаются отдельно.</b></p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество секций: 1</li>
<li>Максимальная нагрузка: 150 кг на п/м</li>
<li>Габариты в упаковке: 1800х730х1000 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Крюк для мяса <a href=""https://entero.ru/item/371703"">AISI 304</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",116230,720 мм,1000 мм,1750 мм,31 кг,1,1000x730x1800 мм,0,https://entero.ru/manuals/496894/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,31517,30 кг,,Россия,,,,Да,
https://cdn.entero.ru/mp@2x/3d/bd/3dbdaf043cfb62b46496f09eb663ae89.jpg,Вешало для мяса KAYMAN СМ-121/1808,161149,32375,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Вешала для туш,https://entero.ru/item/116232,"<p>Вешало для мяса <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/116232"">KAYMAN СМ-121/1808</a></b> используется на предприятиях общественного питания и торговли для подвешивания, транспортировки и безопасного длительного хранения мясных туш и полутуш. Сварной каркас выполнен из трубы 40х40 мм из нержавеющей стали AISI 304.</p>

<p><b class=""o"">Крюки в комплкет поставки не входят и приобретаются отдельно.</b></p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество секций: 1</li>
<li>Максимальня нагрузка: 150 кг на п/м</li>
<li>Габариты в упаковке: 1800х200х805 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Крюк для мяса <a href=""https://entero.ru/item/371703"">AISI 304</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",116232,720 мм,1000 мм,1750 мм,31 кг,1,805x200x1800 мм,0,https://entero.ru/manuals/496893/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,,30 кг,,Россия,,,,Да,
https://cdn.entero.ru/mp@2x/8c/47/8c47e14c92316da2ca4c2fb95c9421c6.jpg,Вешало для туш Проммаш СПТ,Вешало для туш Проммаш СПТ,33616,RUB,Нет,Проммаш,Профоборудование,Нейтральное,Вешала для туш,https://entero.ru/item/311424,"<p>Вешало для туш <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311424"">Проммаш СПТ</a></b> предназначено для подвешивания, транспортировки и безопасного длительного хранения мясных туш и полутуш на предприятиях общественного питания и торговли. Сварная конструкция выполнена из нержавеющей стали.</p>

<p>В комплект поставки входят 10 крючков.</p>",311424,1793 мм,793 мм,1973 мм,,,,0,https://entero.ru/manuals/373529/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D1%80%D0%BE%D0%BC%D0%BC%D0%B0%D1%88.pdf;https://entero.ru/manuals/373556/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%9F%D1%80%D0%BE%D0%BC%D0%BC%D0%B0%D1%88.pdf,36146,,,Россия,,,,,
https://cdn.entero.ru/mp@2x/95/f0/95f021029e54855b611beb9e551abf78.jpg;https://cdn.entero.ru/mp@2x/fd/b4/fdb42e4da0f36eb57d94eb1cf8012d51.jpg;https://cdn.entero.ru/mp@2x/4a/72/4a72b1b47f64b876843d32245c4c0aa5.jpg;https://cdn.entero.ru/mp@2x/b1/e7/b1e721ee22a718ce047a88c4335adbfb.jpg;https://cdn.entero.ru/mp@2x/3a/4a/3a4ad702c69bff074cccdeb029d5e250.jpg,Вешало для туш Restoinox ВТС-2-12/8-ПК,Вешало для туш Restoinox ВТС-2-12/8-ПК,33992,RUB,Нет,Restoinox,Профоборудование,Нейтральное,Вешала для туш,https://entero.ru/item/150916,"<p>Вешало для туш <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/150916"">Restoinox ВТС-2-12/8-ПК</a> </b>предназначено для подвешивания, транспортировки и безопасного длительного хранения мясных туш и полутуш на предприятиях общественного питания и торговли. Модель оснащена поддоном и 4 колесами, которые могут быть заменены на регулируемые по высоте ножки. Сварной каркас выполнен из трубы 40х40 мм нержавеющей стали AISI 430, поддон - из нержавеющей стали AISI 430.</p>

<p><b class=""o"">Крюки в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Ножки: 1,5 мм</li>
<li>Поддон: 1 мм </li>
</ul>
</li>
<li>Диаметр колес: 100 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>S-образный крюк <a href=""https://entero.ru/item/150915"">Restoinox ВТС-2</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",150916,800 мм,1200 мм,2000 мм,30 кг,1,810x1210x2010 мм,0,https://entero.ru/manuals/509355/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,Россия,Да,200 кг,Да,,
