Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Ширина,Глубина,Высота,Страна производства,Остаток,Файлы,Старая цена,Вес (без упаковки),Установка,Назначение,Стеклянные двери,Дверной упор
https://cdn.entero.ru/mp@2x/79/24/7924d1fe85acc7464ba6ef70c35049cf.jpg;https://cdn.entero.ru/mp@2x/42/e0/42e029f3e379a87d7a6d77a8cdf0269e.jpg;https://cdn.entero.ru/mp@2x/9d/37/9d3738a4700c614331e3fadc60724158.jpg;https://cdn.entero.ru/mp@2x/43/f7/43f792309510869b0651b7b2c9a41f26.jpg,"Модуль для пищевых продуктов Expo CN60V цвета RAL9003, RAL9004, M3","Модуль для пищевых продуктов Expo CN60V цвета RAL9003, RAL9004, M3",0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/72342,"<p>Модуль для пищевых продуктов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72342""><b class=""b"">Expo CN60V</b></a> серии Cornice Colonna - это функциональная витрина для демонстрации, подачи и хранения пиццы, булочек, закусок, десертов, фруктов и готовых блюд. Модуль создает оптимальные условия для сохранения всех вкусовых свойств пищевых продуктов.</p>

<p>Модель может быть оснащена подогреваемыми или охлаждаемыми полками (заказываются отдельно).</p>

<p>Версия модуля V оснащена стеклянными дверями с обеих сторон, чтобы обеспечить максимальную видимость и доступ.</p>

<p>В комплект поставки входят ключи для каждой двери.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Деревянная рама</li>
<li>Кромки и верх из закаленного стекла</li>
<li>Замок на каждой двери</li>
<li>Светодиодные лампы естественного белого цвета</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество полок, включая дно: 7</li>
<li>Мощность: 0,016 кВт</li>
<li>Габариты в паллете: 800x600x1920 мм</li>
<li>Вес с паллетой: 56 кг</li>
</ul>

<p><b>Цвет рамы:</b></p>

<ul>
<li>RAL9003 - Мутно-белый</li>
<li>RAL9004 - Черный</li>
<li>M3 - Венге (МДФ)</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подогреваемая полка <a href=""https://entero.ru/item/72335"">CN60PRS</a></li>
<li>Охлаждаемая полка <a href=""https://entero.ru/item/72336"">CN60PRF</a></li>
<li>Аккумулятор холода <a href=""https://entero.ru/item/72332"">ETN23</a></li>
<li>Фиксатор дверцы цвета ""никель"" <a href=""https://entero.ru/item/71729"">F015</a></li>
<li>Фиксатор дверцы цвета ""золото"" <a href=""https://entero.ru/item/71730"">F020</a></li>
<li>10 резиновых держателей для этикеток <a href=""https://entero.ru/item/71731"">KPG01</a></li>
</ul>",72342,,220 В,585 мм,360 мм,1725 мм,Италия,0,https://entero.ru/manuals/41195/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,46 кг,отдельно стоящий,"для пищевых продуктов, нейтральный",Да,
https://cdn.entero.ru/mp@2x/b9/c2/b9c2c5c7b8b6cb88b289a05cf5477293.jpg;https://cdn.entero.ru/mp@2x/70/c8/70c873395e76868302252831a71e4438.jpg;https://cdn.entero.ru/mp@2x/e3/d8/e3d8ff409ede2905d9220ed34dca3a2d.jpg;https://cdn.entero.ru/mp@2x/0e/1d/0e1d20bb4c7b0adf9c8c899192286264.jpg,Нейтральный модуль Expo PC-MD20 цвета RAL20,Нейтральный модуль Expo PC-MD20 цвета RAL20,0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/72611,"<p>Нейтральный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72611""><b class=""b"">Expo PC-MD20</b></a> серии Banco Neutra - это часть инновационной модульной системы для сбора полностью функциональной витрины для демонстрации и хранения бокалов для вина и различной посуды. </p>

<p>Внешняя обшивка выполнена из твердой древесины.</p>

<p>Версия модуля PC сделана сквозной, чтобы обеспечить максимальную видимость и доступ.</p>

<p>Под заказ можно изготовить модуль шириной от 200 до 900 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в паллете: 1000х800х1100 мм</li>
</ul>

<p><b>Цвет полок и внутренних боковин:</b></p>

<ul>
<li>65 цветов RAL с матовым лакированным покрытием RAL20</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;""><em><span style=""color:#FF0000;"">Чтобы получить полноценную винную витрину Expo серии Banco, ее надо собрать из одного или нескольких модулей: винных, нейтральных, модулей для деликатесов и пр., верхних, боковых и нижних панелей. Также следует выбрать цвет для панелей, покрытие матовым или глянцевым лаком. Свяжитесь с нашими менеджерами - они помогут спроектировать полноценную модульную винную витрину и рассчитать ее итоговую стоимость.</span></em></span></em></p>",72611,,,900 мм,510 мм,943 мм,Италия,0,https://entero.ru/manuals/41496/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,45 кг,отдельно стоящий,нейтральный,,
https://cdn.entero.ru/mp@2x/35/c9/35c956ee53eab2a8133373fa881f1bdf.jpg;https://cdn.entero.ru/mp@2x/c3/44/c3449c716ab2a60a137f351dbca0512d.jpg,"Нейтральный модуль Expo PC-MA20 цвета A2, A3, A4, A5, M1","Нейтральный модуль Expo PC-MA20 цвета A2, A3, A4, A5, M1",0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/71208,"<p>Нейтральный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71208""><b class=""b"">Expo PC-MA20</b></a> серии Parete Neutra - это часть инновационной модульной системы для сбора полностью функциональной витрины для демонстрации и хранения бокалов для вина и различной посуды.</p>

<p>Внешняя обшивка выполнена из твердой древесины.</p>

<p>Версия модуля PC сделана сквозной, чтобы обеспечить максимальную видимость и доступ.</p>

<p>Под заказ можно изготовить модуль шириной от 200 до 900 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в паллете: 1000х800х2070 мм</li>
</ul>

<p><b>Цвет полок и внутренних боковин:</b></p>

<ul>
<li>A2 - Вишня</li>
<li>A3 - Красное дерево</li>
<li>A4 - Венге</li>
<li>A5 - Орех</li>
<li>M1 - Необработанная МДФ</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Чтобы получить полноценную винную витрину Expo серии Parete, ее надо собрать из одного или нескольких модулей: винных, нейтральных, модулей для деликатесов, шоколада и пр., рам, боковых панелей или стендов. Также следует выбрать цвет для рам, покрытие матовым или глянцевым лаком. Свяжитесь с нашими менеджерами - они помогут спроектировать полноценную модульную винную витрину и рассчитать ее итоговую стоимость.</span></em></p>",71208,,,900 мм,510 мм,1898 мм,Италия,0,https://entero.ru/manuals/39514/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,80 кг,отдельно стоящий,нейтральный,,
https://cdn.entero.ru/mp@2x/84/38/84384aa4cd0a3aa62074264ed5c56491.jpg;https://cdn.entero.ru/mp@2x/ff/ed/ffed3ef1af05dfac1159422fa826a183.jpg,"Модуль для пищевых продуктов Expo CRS87C цвета RAL9003, RAL9004","Модуль для пищевых продуктов Expo CRS87C цвета RAL9003, RAL9004",0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/72214,"<p>Модуль для пищевых продуктов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72214""><b class=""b"">Expo CRS87C </b></a>серии Cornice 87 Refrigerata Statica - это функциональная витрина для демонстрации, подачи и хранения закусок, десертов, фруктов и готовых блюд. Модуль создает оптимальные условия для сохранения всех вкусовых свойств пищевых продуктов.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный термостат</li>
<li>Автоматическая разморозка</li>
<li>Алюминиевый охлаждающий элемент</li>
<li>Хладагент: R134a</li>
<li>Деревянная рама</li>
<li>Кромки и верх из закаленного стекла</li>
<li>Ванна GN 1/1</li>
<li>Светодиодные лампы естественного белого цвета</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность: 0,22 кВт</li>
<li>Габариты в паллете: 1000х800х600 мм</li>
</ul>

<p><b>Цвет рамы:</b></p>

<ul>
<li>RAL9003 - Мутно-белый</li>
<li>RAL9004 - Черный</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дополнительный стеклянный поддон с кронштейнами (деликатесы) <a href=""https://entero.ru/item/72226"">OPT-PVAG</a></li>
</ul>",72214,от 4 до 6 °C,220 В,870 мм,510 мм,375 мм,Италия,0,https://entero.ru/manuals/41071/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,28 кг,отдельно стоящий,для пищевых продуктов,Да,
https://cdn.entero.ru/mp@2x/fb/bb/fbbbeefa3eac186ecc42362f748c0b33.jpg;https://cdn.entero.ru/mp@2x/a2/f4/a2f450bb60a8266c52fd99fc85bd5814.jpg,"Нейтральный модуль Expo PM-MA20 цвета A2, A3, A4, A5, M1","Нейтральный модуль Expo PM-MA20 цвета A2, A3, A4, A5, M1",0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/71207,"<p>Нейтральный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71207""><b class=""b"">Expo PM-MA20</b></a> серии Parete Neutra - это часть инновационной модульной системы для сбора полностью функциональной витрины для демонстрации и хранения бокалов для вина и различной посуды.</p>

<p>Внешняя обшивка выполнена из твердой древесины.</p>

<p>Версия модуля PM оснащена деревянной панелью, которая закрывает заднюю часть шкафа.</p>

<p>Под заказ можно изготовить модуль шириной от 200 до 900 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в паллете: 1000х800х2070 мм</li>
</ul>

<p><b>Цвет полок и внутренних боковин:</b></p>

<ul>
<li>A2 - Вишня</li>
<li>A3 - Красное дерево</li>
<li>A4 - Венге</li>
<li>A5 - Орех</li>
<li>M1 - Необработанная МДФ</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото модель PC-MA20 - сквозная.</span></em></p>

<p><em><span style=""color:#FF0000;"">Чтобы получить полноценную винную витрину Expo серии Parete, ее надо собрать из одного или нескольких модулей: винных, нейтральных, модулей для деликатесов, шоколада и пр., рам, боковых панелей или стендов. Также следует выбрать цвет для рам, покрытие матовым или глянцевым лаком. Свяжитесь с нашими менеджерами - они помогут спроектировать полноценную модульную винную витрину и рассчитать ее итоговую стоимость.</span></em></p>",71207,,,900 мм,510 мм,1898 мм,Италия,0,https://entero.ru/manuals/39523/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,82 кг,"встраиваемый, отдельно стоящий",нейтральный,,
https://cdn.entero.ru/mp@2x/ea/cc/eacc9200b4378239cfb969413300545f.jpg;https://cdn.entero.ru/mp@2x/3c/8a/3c8aa8fb143a54db81c862bb6ac151e1.jpg;https://cdn.entero.ru/mp@2x/ae/6e/ae6e139cd939c3e06dac68f24832310f.jpg;https://cdn.entero.ru/mp@2x/9d/6a/9d6aa280be527aeea983852d198a9723.jpg,Нейтральный модуль Expo PM-MD20 цвета RAL20,Нейтральный модуль Expo PM-MD20 цвета RAL20,0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/72610,"<p>Нейтральный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72610""><b class=""b"">Expo PM-MD20</b></a> серии Banco Neutra - это часть инновационной модульной системы для сбора полностью функциональной витрины для демонстрации и хранения бокалов для вина и различной посуды. </p>

<p>Внешняя обшивка выполнена из твердой древесины.</p>

<p>Версия модуля PM оснащена деревянной панелью, которая закрывает заднюю часть шкафа.</p>

<p>Под заказ можно изготовить модуль шириной от 200 до 900 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в паллете: 1000х800х1100 мм</li>
</ul>

<p><b>Цвет полок и внутренних боковин:</b></p>

<ul>
<li>65 цветов RAL с матовым лакированным покрытием RAL20</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото модель PC-MD20 - сквозная.<br>
<br>
<em><span style=""color:#FF0000;"">Чтобы получить полноценную винную витрину Expo серии Banco, ее надо собрать из одного или нескольких модулей: винных, нейтральных, модулей для деликатесов и пр., верхних, боковых и нижних панелей. Также следует выбрать цвет для панелей, покрытие матовым или глянцевым лаком. Свяжитесь с нашими менеджерами - они помогут спроектировать полноценную модульную винную витрину и рассчитать ее итоговую стоимость.</span></em></span></em></p>",72610,,,900 мм,510 мм,943 мм,Италия,0,https://entero.ru/manuals/41495/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,47 кг,"встраиваемый, отдельно стоящий",нейтральный,,
https://cdn.entero.ru/mp@2x/2b/7c/2b7c07b22e3659c1ae0af8ed30607dcb.jpg;https://cdn.entero.ru/mp@2x/7e/27/7e2790f29e69c98ebd3b7d93312b1dbf.jpg;https://cdn.entero.ru/mp@2x/f5/ad/f5adde5f802fa71f1d157fc73590248c.jpg;https://cdn.entero.ru/mp@2x/b9/52/b952d261721ce5ada263639cf2942412.jpg,Модуль для пищевых продуктов Expo CRS87C цвета RAL20,Модуль для пищевых продуктов Expo CRS87C цвета RAL20,0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/72215,"<p>Модуль для пищевых продуктов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72215""><b class=""b"">Expo CRS87C </b></a>серии Cornice 87 Refrigerata Statica - это функциональная витрина для демонстрации, подачи и хранения закусок, десертов, фруктов и готовых блюд. Модуль создает оптимальные условия для сохранения всех вкусовых свойств пищевых продуктов.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный термостат</li>
<li>Автоматическая разморозка</li>
<li>Алюминиевый охлаждающий элемент</li>
<li>Хладагент: R134a</li>
<li>Деревянная рама</li>
<li>Кромки и верх из закаленного стекла</li>
<li>Ванна GN 1/1</li>
<li>Светодиодные лампы естественного белого цвета</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность: 0,22 кВт</li>
<li>Габариты в паллете: 1000х800х600 мм</li>
</ul>

<p><b>Цвет рамы:</b></p>

<ul>
<li>65 цветов RAL с матовым лакированным покрытием RAL20</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дополнительный стеклянный поддон с кронштейнами (деликатесы) <a href=""https://entero.ru/item/72226"">OPT-PVAG</a></li>
</ul>",72215,от 4 до 6 °C,220 В,870 мм,510 мм,375 мм,Италия,0,https://entero.ru/manuals/41072/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,28 кг,отдельно стоящий,для пищевых продуктов,Да,
https://cdn.entero.ru/mp@2x/f2/f5/f2f58ff7001620404eeb9a6a6b0c9e91.jpg;https://cdn.entero.ru/mp@2x/12/64/1264443854d9c91a49d4068b3a35126b.jpg;https://cdn.entero.ru/mp@2x/b6/b9/b6b9cf8a6d14be25db2435ab22b1420f.jpg;https://cdn.entero.ru/mp@2x/3c/4f/3c4f75b7b8cc7e1775f9c9e565fc16ed.jpg,Нейтральный модуль Expo PM-MD10 цвета RAL20,Нейтральный модуль Expo PM-MD10 цвета RAL20,0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/72607,"<p>Нейтральный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72607""><b class=""b"">Expo PM-MD10</b></a> серии Banco Neutra - это часть инновационной модульной системы для сбора полностью функциональной витрины для демонстрации и хранения бокалов для вина и различной посуды. </p>

<p>Внешняя обшивка выполнена из твердой древесины, шкафчик - из фанеры.</p>

<p>Версия модуля PM оснащена деревянной панелью, которая закрывает заднюю часть шкафа.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в паллете: 1000х800х1100 мм</li>
</ul>

<p><b>Цвет внутренних боковин и дверей:</b></p>

<ul>
<li>65 цветов RAL с матовым лакированным покрытием RAL20</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;""><em><span style=""color:#FF0000;"">Чтобы получить полноценную винную витрину Expo серии Banco, ее надо собрать из одного или нескольких модулей: винных, нейтральных, модулей для деликатесов и пр., верхних, боковых и нижних панелей. Также следует выбрать цвет для панелей, покрытие матовым или глянцевым лаком. Свяжитесь с нашими менеджерами - они помогут спроектировать полноценную модульную винную витрину и рассчитать ее итоговую стоимость.</span></em></span></em></p>",72607,,,900 мм,510 мм,943 мм,Италия,0,https://entero.ru/manuals/41492/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,63 кг,"встраиваемый, отдельно стоящий",нейтральный,,"петли слева, петли справа"
https://cdn.entero.ru/mp@2x/62/f1/62f14fa908f9e3301259bb81b6dc60fe.jpg;https://cdn.entero.ru/mp@2x/d4/70/d470c7a65c205b7c8af9d14f2fb2086a.jpg;https://cdn.entero.ru/mp@2x/48/1d/481d6f492657a2450f5e2fe1d1d112cb.jpg;https://cdn.entero.ru/mp@2x/02/79/02790676bc5a213e47e7a6e14aeb2944.jpg;https://cdn.entero.ru/mp@2x/33/8b/338b7e8944afc34de01ae5b386f16ae1.jpg,"Нейтральный модуль Expo PC-MD20 цвета RAL100, V1, V2","Нейтральный модуль Expo PC-MD20 цвета RAL100, V1, V2",0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/72615,"<p>Нейтральный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72615""><b class=""b"">Expo PC-MD20</b></a> серии Banco Neutra - это часть инновационной модульной системы для сбора полностью функциональной витрины для демонстрации и хранения бокалов для вина и различной посуды. </p>

<p>Внешняя обшивка выполнена из твердой древесины.</p>

<p>Версия модуля PC сделана сквозной, чтобы обеспечить максимальную видимость и доступ.</p>

<p>Под заказ можно изготовить модуль шириной от 200 до 900 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в паллете: 1000х800х1100 мм</li>
</ul>

<p><b>Цвет полок и внутренних боковин:</b></p>

<ul>
<li>65 цветов RAL с глянцевым лакированным покрытием RAL100</li>
<li>V1 - Золотая краска</li>
<li>V2 - Серебряная краска</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;""><em><span style=""color:#FF0000;"">Чтобы получить полноценную винную витрину Expo серии Banco, ее надо собрать из одного или нескольких модулей: винных, нейтральных, модулей для деликатесов и пр., верхних, боковых и нижних панелей. Также следует выбрать цвет для панелей, покрытие матовым или глянцевым лаком. Свяжитесь с нашими менеджерами - они помогут спроектировать полноценную модульную винную витрину и рассчитать ее итоговую стоимость.</span></em></span></em></p>",72615,,,900 мм,510 мм,943 мм,Италия,0,https://entero.ru/manuals/41500/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,45 кг,отдельно стоящий,нейтральный,,
https://cdn.entero.ru/mp@2x/d4/6b/d46bbf8b66ebf91f268e59013dcdbaf6.jpg;https://cdn.entero.ru/mp@2x/4e/bb/4ebb00f5d1f1f016407418ff2b6351e0.jpg,"Нейтральный модуль Expo PM-MA10 цвета A2, A3, A4, A5, M1","Нейтральный модуль Expo PM-MA10 цвета A2, A3, A4, A5, M1",0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/71205,"<p>Нейтральный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71205""><b class=""b"">Expo PM-MA10</b></a> серии Parete Neutra - это часть инновационной модульной системы для сбора полностью функциональной витрины для демонстрации и хранения бокалов для вина и различной посуды.</p>

<p>Внешняя обшивка выполнена из твердой древесины, шкафчик - из фанеры.</p>

<p>Версия модуля PM оснащена деревянной панелью, которая закрывает заднюю часть шкафа.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в паллете: 1000х800х2070 мм</li>
</ul>

<p><b>Цвет полок, внутренних боковин и дверей:</b></p>

<ul>
<li>A2 - Вишня</li>
<li>A3 - Красное дерево</li>
<li>A4 - Венге</li>
<li>A5 - Орех</li>
<li>M1 - Необработанная МДФ</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото модель PC-MA10 со сквозной верхней частью.</span></em></p>

<p><em><span style=""color:#FF0000;"">Чтобы получить полноценную винную витрину Expo серии Parete, ее надо собрать из одного или нескольких модулей: винных, нейтральных, модулей для деликатесов, шоколада и пр., рам, боковых панелей или стендов. Также следует выбрать цвет для рам, покрытие матовым или глянцевым лаком. Свяжитесь с нашими менеджерами - они помогут спроектировать полноценную модульную винную витрину и рассчитать ее итоговую стоимость.</span></em></p>",71205,,,900 мм,510 мм,1898 мм,Италия,0,https://entero.ru/manuals/39519/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,98 кг,"встраиваемый, отдельно стоящий",нейтральный,,"петли слева, петли справа"
https://cdn.entero.ru/mp@2x/4e/14/4e146cf138410825a4f21eb6c3ecc0ef.jpg;https://cdn.entero.ru/mp@2x/94/c8/94c81542d3e6f3a6963b766c77ef4d30.jpg;https://cdn.entero.ru/mp@2x/f6/a1/f6a10ed7709ab31e9c70bfd524ecf3dc.jpg;https://cdn.entero.ru/mp@2x/ab/45/ab45653911af88b33191592eff409da2.jpg,Нейтральный модуль Expo PC-MD10 цвета RAL20,Нейтральный модуль Expo PC-MD10 цвета RAL20,0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/72609,"<p>Нейтральный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72609""><b class=""b"">Expo PC-MD10</b></a> серии Banco Neutra - это часть инновационной модульной системы для сбора полностью функциональной витрины для демонстрации и хранения бокалов для вина и различной посуды. </p>

<p>Внешняя обшивка выполнена из твердой древесины, шкафчик - из фанеры.</p>

<p>Версия модуля PC оснащена дверцами с обеих сторон, чтобы обеспечить максимальный доступ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в паллете: 1000х800х1100 мм</li>
</ul>

<p><b>Цвет внутренних боковин и дверей:</b></p>

<ul>
<li>65 цветов RAL с матовым лакированным покрытием RAL20</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;""><em><span style=""color:#FF0000;"">Чтобы получить полноценную винную витрину Expo серии Banco, ее надо собрать из одного или нескольких модулей: винных, нейтральных, модулей для деликатесов и пр., верхних, боковых и нижних панелей. Также следует выбрать цвет для панелей, покрытие матовым или глянцевым лаком. Свяжитесь с нашими менеджерами - они помогут спроектировать полноценную модульную винную витрину и рассчитать ее итоговую стоимость.</span></em></span></em></p>",72609,,,900 мм,510 мм,943 мм,Италия,0,https://entero.ru/manuals/41494/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,61 кг,отдельно стоящий,нейтральный,,"петли слева, петли справа"
https://cdn.entero.ru/mp@2x/b1/fd/b1fdf10f3a7b2e0dfccb4446a2b2887b.jpg;https://cdn.entero.ru/mp@2x/7f/7c/7f7c53ebdb591ee8cbb39b29fc6fa09a.jpg,"Нейтральный модуль Expo PC-MA10 цвета A2, A3, A4, A5, M1","Нейтральный модуль Expo PC-MA10 цвета A2, A3, A4, A5, M1",0,RUB,Нет,Expo,Профоборудование,Холодильное,Шкафы для деликатесов и нейтральные модули,https://entero.ru/item/71206,"<p>Нейтральный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71206""><b class=""b"">Expo PC-MA10</b></a> серии Parete Neutra - это часть инновационной модульной системы для сбора полностью функциональной витрины для демонстрации и хранения бокалов для вина и различной посуды. </p>

<p>Внешняя обшивка выполнена из твердой древесины, шкафчик - из фанеры.</p>

<p>Версия модуля PC имеет сквозную верхнюю часть, чтобы обеспечить максимальную видимость и доступ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в паллете: 1000х800х2070 мм</li>
</ul>

<p><b>Цвет полок, внутренних боковин и дверей:</b></p>

<ul>
<li>A2 - Вишня</li>
<li>A3 - Красное дерево</li>
<li>A4 - Венге</li>
<li>A5 - Орех</li>
<li>M1 - Необработанная МДФ</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Чтобы получить полноценную винную витрину Expo серии Parete, ее надо собрать из одного или нескольких модулей: винных, нейтральных, модулей для деликатесов, шоколада и пр., рам, боковых панелей или стендов. Также следует выбрать цвет для рам, покрытие матовым или глянцевым лаком. Свяжитесь с нашими менеджерами - они помогут спроектировать полноценную модульную винную витрину и рассчитать ее итоговую стоимость.</span></em></p>",71206,,,900 мм,510 мм,1898 мм,Италия,0,https://entero.ru/manuals/39510/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%20Expo.pdf,,96 кг,отдельно стоящий,нейтральный,,"петли слева, петли справа"
